Included_in_analysis,ID,avg_response_friend_approached,avg_response_stranger_approached,avg_response_friend_approaching,avg_response_stranger_approaching,Sex_1m_2f,Country,country_1in_2us,age,UCLA,loneliness_L1_H2,covid_loneliness,covid_loneliness_L1_H2,Avg_approached,Avg_Approaching,Avg_Friend,Avg_Stranger,average_response_time_total,Zavg_response_friend_approached,Zavg_response_stranger_approached,Zavg_response_friend_approaching,Zavg_response_stranger_approaching,Zavg_response_total,ucla_1_REV,ucla_2,ucla_3,ucla_4,ucla_5_REV,ucla_6_REV,ucla_7,ucla_8,ucla_9_REV,ucla_10_REV,ucla_11,ucla_12,ucla_13,ucla_14,ucla_15_REV,ucla_16_REV,ucla_17,ucla_18,ucla_19_REV,ucla_20_REV
1,336,2.36,0.92,1.32,0.75,2,187,2,37,33,1,4,2,1.64,1.04,1.84,0.84,1.34,-1.26,-1.48,-2.49,-1.58,-1.70,2,2,1,2,2,1,1,3,2,1,2,1,1,2,1,2,2,3,1,1
1,337,2.89,0.98,3.37,0.70,2,187,2,33,55,2,4,2,1.93,2.04,3.13,0.84,1.99,-0.48,-1.42,0.39,-1.63,-0.78,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,4,3,2,2
1,338,3.47,3.47,3.46,3.44,1,187,2,34,52,2,3,1,3.47,3.45,3.47,3.46,3.46,0.39,1.39,0.51,1.42,0.93,2,4,2,3,2,3,3,3,3,2,2,2,3,3,2,2,4,3,2,2
1,339,3.11,2.85,3.14,2.89,2,187,2,57,29,1,4,2,2.98,3.02,3.13,2.87,3.00,-0.15,0.69,0.06,0.81,0.35,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,3,2,1,1
1,340,3.34,2.96,3.34,2.89,2,187,2,58,56,2,3,1,3.15,3.12,3.34,2.93,3.13,0.20,0.82,0.34,0.81,0.54,2,3,3,2,3,2,3,3,3,3,3,4,4,2,2,3,4,3,2,2
1,341,3.50,3.16,3.42,3.05,2,78,1,28,31,1,2,1,3.33,3.23,3.46,3.10,3.28,0.44,1.04,0.45,0.98,0.73,1,2,1,1,2,3,1,1,1,1,3,2,1,2,1,1,3,2,1,1
1,342,3.10,2.37,2.97,2.11,2,78,1,43,56,2,2,1,2.74,2.54,3.04,2.24,2.64,-0.16,0.15,-0.17,-0.06,-0.06,2,3,2,3,3,2,4,2,2,1,3,4,4,4,3,2,3,4,2,3
1,343,3.72,2.89,3.59,3.14,1,187,2,30,45,2,4,2,3.31,3.37,3.66,3.02,3.34,0.76,0.74,0.69,1.09,0.82,2,2,2,2,3,3,3,1,2,2,3,2,3,2,2,2,3,2,2,2
1,344,3.64,2.63,3.37,2.73,2,187,2,32,73,2,3,1,3.14,3.05,3.51,2.68,3.09,0.64,0.44,0.39,0.63,0.53,4,1,4,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
1,345,3.16,2.16,3.24,2.11,2,187,2,55,32,1,3,1,2.66,2.68,3.20,2.14,2.67,-0.07,-0.08,0.20,-0.06,0.00,2,2,1,1,3,2,1,3,2,1,1,2,2,1,1,2,2,1,1,1
1,346,3.19,2.73,3.06,2.75,1,187,2,30,67,2,4,2,2.96,2.91,3.13,2.74,2.93,-0.02,0.56,-0.05,0.65,0.28,2,4,3,3,3,3,4,4,3,3,3,4,4,4,3,3,4,4,3,3
1,347,2.72,2.23,2.60,1.82,1,78,1,38,46,2,4,2,2.47,2.21,2.66,2.02,2.34,-0.73,-0.01,-0.69,-0.39,-0.45,2,4,1,3,2,3,3,2,2,1,2,1,3,2,3,3,2,1,3,3
1,348,2.51,1.10,1.14,1.20,1,78,1,28,52,2,2,1,1.81,1.17,1.82,1.15,1.49,-1.04,-1.27,-2.75,-1.08,-1.54,2,2,3,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2
1,349,3.55,0.76,3.33,0.77,2,185, ,45,31,1,3,1,2.16,2.05,3.44,0.77,2.10,0.51,-1.66,0.34,-1.56,-0.59,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1
1,350,3.37,2.45,3.50,2.44,1,187,2,70,24,1,3,1,2.91,2.97,3.44,2.45,2.94,0.24,0.25,0.57,0.31,0.34,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1,351,3.50,0.82,3.38,1.50,1,78,1,42,29,1,1,1,2.16,2.44,3.44,1.16,2.30,0.44,-1.59,0.40,-0.74,-0.37,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,2,1,2
1,352,3.38,2.72,3.38,2.39,2,187,2,38,30,1,4,2,3.05,2.89,3.38,2.56,2.97,0.26,0.55,0.40,0.25,0.36,2,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1
1,353,2.97,1.48,2.50,1.22,1,187,2,26,39,1,3,1,2.23,1.86,2.74,1.35,2.04,-0.36,-0.85,-0.83,-1.06,-0.77,2,2,1,1,2,2,1,2,4,2,2,2,1,2,2,2,4,3,1,1
1,354,2.92,2.30,3.35,2.87,2,187,2,64,33,1,2,1,2.61,3.11,3.13,2.59,2.86,-0.43,0.08,0.36,0.78,0.20,1,2,1,2,2,1,1,2,2,1,2,2,3,2,1,1,3,2,1,1
1,355,3.30,1.83,3.22,1.40,2,187,2,43,66,2,4,2,2.57,2.31,3.26,1.62,2.44,0.14,-0.46,0.18,-0.86,-0.25,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,4,4,3,3
1,356,3.61,3.38,3.44,3.30,1,187,2,52,27,1,3,1,3.50,3.37,3.53,3.34,3.43,0.60,1.29,0.48,1.26,0.91,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,1,1,2,1,1
0,357,0.91,0.62,0.91,0.67,1,187,2,34,53,2,4,2,0.77,0.79,0.91,0.65,0.78,-3.42,-1.81,-3.06,-1.67,-2.49,3,4,3,3,2,2,2,4,3,2,1,2,3,1,4,3,4,3,2,2
1,358,3.09,2.04,3.15,2.05,2,187,2,52,51,2,3,1,2.56,2.60,3.12,2.05,2.58,-0.18,-0.22,0.08,-0.13,-0.11,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2
1,359,3.26,2.71,3.29,2.93,1,187,2,31,42,2,4,2,2.99,3.11,3.28,2.82,3.05,0.08,0.53,0.27,0.85,0.43,2,2,1,2,2,2,2,2,3,2,2,2,3,4,1,2,4,2,1,1
1,360,3.83,3.78,3.60,3.46,1,187,2,29,60,2,3,1,3.81,3.53,3.72,3.62,3.67,0.93,1.74,0.71,1.44,1.20,2,4,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,4,2,3
1,361,3.62,1.99,3.25,1.90,2,187,2,41,35,1,3,1,2.80,2.57,3.43,1.94,2.69,0.61,-0.28,0.22,-0.30,0.06,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1
1,362,3.75,3.48,3.73,3.64,2,187,2,37,61,2,4,2,3.62,3.68,3.74,3.56,3.65,0.81,1.41,0.89,1.64,1.19,3,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
1,363,2.81,1.37,2.95,1.55,1,78,1,48,32,1,3,1,2.09,2.25,2.88,1.46,2.17,-0.60,-0.97,-0.20,-0.69,-0.61,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,1,1
1,364,2.96,3.18,3.20,3.28,1,78,1,36,53,2,4,2,3.07,3.24,3.08,3.23,3.16,-0.38,1.07,0.15,1.24,0.52,2,4,3,4,2,2,3,4,2,1,3,4,3,3,1,2,4,4,1,1
1,365,3.16,3.13,3.39,3.05,1,78,1,36,54,2,4,2,3.14,3.22,3.27,3.09,3.18,-0.07,1.00,0.41,0.99,0.58,2,4,3,3,1,3,3,4,2,2,3,4,3,4,1,2,4,3,2,1
1,366,3.14,1.39,2.73,1.48,2,187,2,70,26,1,4,2,2.27,2.11,2.94,1.44,2.19,-0.10,-0.95,-0.51,-0.77,-0.58,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1
1,367,3.44,2.55,3.01,1.88,2,187,2,40,37,1,4,2,2.99,2.44,3.22,2.22,2.72,0.34,0.36,-0.12,-0.32,0.06,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,4,2,1,1
1,368,3.50,3.19,3.43,3.04,1,78,1,30,46,2,4,2,3.34,3.24,3.46,3.12,3.29,0.43,1.07,0.47,0.98,0.74,2,4,2,3,1,3,2,3,2,2,1,2,3,2,3,2,3,2,2,2
1,369,2.69,2.28,2.75,2.37,2,187,2,37,20,1,3,1,2.49,2.56,2.72,2.33,2.52,-0.77,0.05,-0.48,0.23,-0.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,370,3.60,2.96,3.56,3.02,1,187,2,30,44,2,4,2,3.28,3.29,3.58,2.99,3.29,0.58,0.82,0.65,0.95,0.75,1,3,2,3,2,2,3,3,2,2,3,2,2,3,1,2,3,3,1,1
1,371,3.29,1.99,3.21,1.94,1,78,1,41,37,1,2,1,2.64,2.58,3.25,1.97,2.61,0.12,-0.28,0.16,-0.25,-0.06,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,3,1,1,2
1,372,3.24,2.80,2.88,2.35,1,187,2,40,61,2,3,1,3.02,2.61,3.06,2.58,2.82,0.05,0.64,-0.30,0.20,0.15,3,3,3,2,3,4,3,4,4,3,2,3,4,3,2,3,4,4,2,2
1,373,3.25,2.27,3.45,2.97,2,187,2,31,50,2,4,2,2.76,3.21,3.35,2.62,2.99,0.06,0.04,0.50,0.90,0.37,2,2,3,2,2,3,4,2,2,3,4,2,3,1,3,2,2,3,4,1
1,374,4.00,2.49,4.00,2.63,2,187,2,59,36,1,4,2,3.25,3.31,4.00,2.56,3.28,1.18,0.29,1.27,0.52,0.81,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,1,2,1,1
1,375,2.90,2.60,2.83,2.64,1,187,2,41,27,1,4,2,2.75,2.74,2.87,2.62,2.74,-0.46,0.41,-0.37,0.53,0.03,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,1
1,376,3.49,2.43,3.39,2.40,1,187,2,30,47,2,4,2,2.96,2.90,3.44,2.42,2.93,0.42,0.22,0.41,0.26,0.33,2,3,1,3,2,2,2,3,3,2,2,3,2,2,2,2,4,3,2,2
1,377,3.56,3.09,3.46,2.92,1,187,2,40,23,1,4,2,3.33,3.19,3.51,3.01,3.26,0.52,0.96,0.51,0.84,0.71,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1
0,378,0.77,0.82,2.08,0.74,2,78,1,43,52,2,5,2,0.80,1.41,1.43,0.78,1.10,-3.63,-1.59,-1.42,-1.59,-2.06,3,3,2,2,2,2,4,4,3,2,3,2,2,3,3,2,2,2,4,2
1,379,2.62,1.91,3.30,2.91,2,187,2,47,49,2,4,2,2.26,3.10,2.96,2.41,2.68,-0.88,-0.37,0.28,0.83,-0.03,1,3,3,3,3,3,3,3,1,1,2,3,3,2,2,3,2,3,2,3
1,380,3.36,3.14,3.41,3.02,2,187,2,58,32,1,3,1,3.25,3.22,3.39,3.08,3.23,0.23,1.02,0.44,0.95,0.66,1,2,1,2,1,2,1,3,1,1,2,3,1,2,1,2,2,2,1,1
1,381,3.35,1.86,3.16,1.56,2,187,2,40,37,1,4,2,2.61,2.36,3.26,1.71,2.48,0.21,-0.42,0.09,-0.68,-0.20,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,2,2,1
1,382,3.38,1.71,3.53,1.62,2,187,2,53,60,2,4,2,2.55,2.57,3.46,1.66,2.56,0.25,-0.59,0.61,-0.61,-0.08,2,3,3,4,3,3,3,3,2,2,3,3,3,4,3,3,3,4,3,3
1,383,3.46,3.03,3.47,2.96,1,187,2,60,28,1,3,1,3.24,3.21,3.46,2.99,3.23,0.37,0.89,0.53,0.88,0.67,1,1,1,1,2,1,1,2,3,1,2,1,1,2,1,1,3,1,1,1
1,384,3.44,2.63,3.18,2.30,2,187,2,40,29,1,3,1,3.03,2.74,3.31,2.46,2.89,0.35,0.44,0.12,0.14,0.26,2,1,1,1,1,2,1,1,3,2,1,2,3,1,1,1,2,1,1,1
1,385,3.50,3.17,3.51,3.15,1,187,2,46,59,2,4,2,3.34,3.33,3.51,3.16,3.33,0.43,1.05,0.58,1.10,0.79,2,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,4,3,3
1,386,3.39,2.98,3.42,3.01,1,187,2,45,24,1,3,1,3.19,3.22,3.41,3.00,3.20,0.27,0.84,0.46,0.94,0.63,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1
1,387,3.60,3.13,3.34,3.04,2,187,2,31,40,1,4,2,3.37,3.19,3.47,3.09,3.28,0.58,1.01,0.34,0.97,0.73,3,2,2,2,3,2,1,2,2,2,2,1,1,2,2,2,4,1,2,2
1,388,3.46,0.97,2.97,0.97,1,187,2,41,54,2,4,2,2.22,1.97,3.22,0.97,2.09,0.38,-1.42,-0.17,-1.34,-0.64,2,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3
1,389,2.55,1.99,2.63,2.23,1,187,2,41,32,1,4,2,2.27,2.43,2.59,2.11,2.35,-0.98,-0.28,-0.65,0.07,-0.46,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1
1,390,2.90,2.26,3.17,2.66,2,187,2,39,62,2,5,2,2.58,2.91,3.03,2.46,2.75,-0.46,0.03,0.11,0.55,0.05,3,3,3,3,3,3,4,4,2,3,4,4,4,3,2,3,3,4,2,2
1,391,3.63,1.66,3.75,1.35,1,78,1,28,35,1,5,2,2.65,2.55,3.69,1.51,2.60,0.63,-0.65,0.92,-0.91,0.00,2,2,1,2,2,2,1,1,1,2,1,1,3,1,2,2,2,2,2,3
1,392,3.63,3.05,2.86,2.23,2,89, ,27,54,2,5,2,3.34,2.55,3.25,2.64,2.95,0.63,0.92,-0.32,0.08,0.33,2,3,3,3,2,2,4,3,2,2,3,4,4,2,2,3,2,3,3,2
1,393,3.82,2.96,3.79,3.06,1,78,1,38,33,1,4,2,3.39,3.43,3.81,3.01,3.41,0.91,0.82,0.98,1.00,0.92,1,2,2,2,1,1,1,3,1,2,2,2,1,2,2,1,2,2,1,2
1,394,2.65,1.56,2.59,1.65,2,187,2,34,64,2,3,1,2.11,2.12,2.62,1.61,2.11,-0.83,-0.76,-0.71,-0.58,-0.72,3,4,3,3,3,3,4,4,2,3,3,4,4,3,2,3,4,4,2,3
0,395,0.91,0.80,0.88,0.81,1,187,2,31,58,2,4,2,0.86,0.84,0.89,0.81,0.85,-3.43,-1.61,-3.11,-1.52,-2.42,2,4,3,3,3,3,3,3,2,3,2,3,4,3,3,3,2,3,3,3
1,396,4.00,3.96,3.87,3.76,1,78,1,37,29,1,3,1,3.98,3.82,3.94,3.86,3.90,1.18,1.94,1.09,1.78,1.50,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2
1,397,2.81,2.40,2.91,2.24,1,78,1,32,52,2,1,1,2.61,2.58,2.86,2.32,2.59,-0.59,0.19,-0.26,0.08,-0.15,1,3,3,3,2,2,3,3,1,2,4,4,3,2,1,2,4,4,3,2
1,398,3.69,3.28,3.51,2.69,2,187,2,45,36,1,4,2,3.49,3.10,3.60,2.98,3.29,0.72,1.18,0.59,0.58,0.77,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,1,2,2,1,1
1,399,3.97,2.08,3.99,1.89,2,78,1,39,46,2,1,1,3.03,2.94,3.98,1.99,2.98,1.14,-0.17,1.26,-0.31,0.48,2,2,2,2,4,3,2,3,3,1,2,2,3,2,2,3,2,2,2,2
1,400,3.37,2.81,3.41,2.33,1,187,2,51,35,1,3,1,3.09,2.87,3.39,2.57,2.98,0.25,0.65,0.44,0.18,0.38,2,2,2,2,3,2,3,2,2,2,2,1,1,2,1,1,1,2,1,1
1,401,3.81,2.62,3.72,2.69,2,78,1,47,40,1,4,2,3.22,3.20,3.77,2.66,3.21,0.90,0.44,0.88,0.58,0.70,2,2,2,3,1,1,3,2,1,1,2,2,2,2,2,1,3,3,2,3
1,402,3.74,1.25,3.76,0.88,1,78,1,35,27,1,2,1,2.49,2.32,3.75,1.06,2.41,0.80,-1.11,0.94,-1.44,-0.20,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2
1,403,3.16,2.45,3.33,2.27,1,187,2,43,39,1,3,1,2.80,2.80,3.25,2.36,2.80,-0.07,0.24,0.34,0.11,0.15,2,2,2,2,2,2,2,3,2,1,2,2,3,2,1,2,3,2,1,1
1,404,3.56,1.78,3.19,1.69,1,78,1,36,61,2,3,1,2.67,2.44,3.38,1.74,2.56,0.52,-0.51,0.13,-0.53,-0.10,3,3,4,3,4,3,3,3,3,3,3,3,3,2,3,3,3,4,2,3
1,405,4.00,2.65,3.22,2.51,2,187,2,32,30,1,3,1,3.32,2.86,3.61,2.58,3.09,1.18,0.47,0.17,0.38,0.55,1,1,1,1,4,2,2,3,2,1,2,1,1,1,1,1,2,1,1,1
1,406,3.69,2.76,3.56,3.00,1,187,2,60,27,1,4,2,3.23,3.28,3.63,2.88,3.25,0.72,0.59,0.65,0.93,0.72,1,1,1,1,1,1,3,2,1,1,2,1,1,2,1,1,2,2,1,1
1,407,2.92,2.20,2.27,2.05,1,187,2,36,39,1,4,2,2.56,2.16,2.60,2.13,2.36,-0.43,-0.04,-1.15,-0.13,-0.44,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,1,2,2,2,1
1,408,3.21,2.81,3.22,2.62,2,187,2,47,58,2,4,2,3.01,2.92,3.22,2.72,2.97,0.00,0.65,0.18,0.51,0.33,2,4,3,4,2,2,3,4,3,3,2,2,4,4,3,3,1,3,3,3
1,409,3.16,2.32,3.06,1.40,1,187,2,47,69,2,4,2,2.74,2.23,3.11,1.86,2.49,-0.07,0.10,-0.05,-0.86,-0.22,3,4,4,4,3,3,4,4,2,3,4,4,4,4,3,3,4,4,3,2
1,410,3.83,2.74,4.00,2.88,2,187,2,49,24,1,5,2,3.29,3.44,3.92,2.81,3.36,0.93,0.57,1.27,0.80,0.89,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
1,411,3.32,2.97,3.39,2.99,2,187,2,50,51,2,4,2,3.15,3.19,3.35,2.98,3.17,0.16,0.83,0.41,0.92,0.58,2,4,2,2,3,3,1,1,2,2,2,3,4,3,3,3,4,3,2,2
1,412,2.50,1.14,2.00,1.30,2,187,2,52,60,2,3,1,1.82,1.65,2.25,1.22,1.74,-1.06,-1.23,-1.53,-0.97,-1.20,2,2,3,1,4,3,4,4,3,3,1,4,4,4,2,3,3,4,3,3
1,413,3.89,3.60,3.73,3.41,2,187,2,39,42,2,3,1,3.74,3.57,3.81,3.50,3.66,1.01,1.54,0.89,1.38,1.20,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,3,2,2,2,2
0,414,1.17,0.97,1.23,0.94,1,187,2,32,60,2,5,2,1.07,1.08,1.20,0.95,1.08,-3.04,-1.43,-2.62,-1.37,-2.11,3,3,3,3,2,3,3,3,3,3,3,4,3,4,3,2,4,4,2,2
0,415,0.83,0.50,0.78,0.53,1,187,2,36,33,1,4,2,0.67,0.66,0.81,0.52,0.66,-3.54,-1.95,-3.25,-1.82,-2.64,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1
1,416,3.45,2.75,3.58,3.28,1,187,2,60,66,2,4,2,3.10,3.43,3.52,3.01,3.26,0.36,0.58,0.68,1.24,0.72,3,2,3,3,4,3,4,4,4,4,2,4,3,3,4,4,4,4,2,2
1,417,3.42,2.38,3.36,2.95,2,187,2,66,46,2,3,1,2.90,3.16,3.39,2.67,3.03,0.32,0.16,0.37,0.87,0.43,2,2,2,2,2,2,3,3,2,2,3,3,3,2,1,2,4,3,2,1
1,418,3.82,2.93,3.65,2.56,1,187,2,35,58,2,3,1,3.37,3.10,3.73,2.75,3.24,0.91,0.78,0.78,0.44,0.73,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,2,2
1,419,3.67,3.23,3.82,3.69,2,187,2,36,34,1,4,2,3.45,3.76,3.75,3.46,3.60,0.69,1.12,1.02,1.70,1.13,1,2,1,2,1,1,2,3,2,1,3,2,2,2,1,1,3,2,1,1
1,420,2.94,1.42,2.78,1.25,1,187,2,50,40,1,4,2,2.18,2.02,2.86,1.34,2.10,-0.40,-0.92,-0.44,-1.02,-0.70,2,2,1,2,3,2,1,2,2,2,2,3,3,3,1,2,3,2,1,1
1,421,3.46,1.93,3.23,2.30,2,187,2,68,51,2,3,1,2.70,2.77,3.35,2.12,2.73,0.38,-0.34,0.19,0.15,0.09,1,3,3,3,3,2,2,2,4,2,3,2,3,3,2,3,3,3,2,2
1,422,3.56,2.27,3.42,1.77,1,187,2,36,26,1,4,2,2.91,2.59,3.49,2.02,2.75,0.53,0.03,0.46,-0.45,0.14,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1
1,423,3.75,2.65,3.40,2.59,1,187,2,46,34,1,4,2,3.20,3.00,3.58,2.62,3.10,0.81,0.47,0.43,0.47,0.54,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,3,2,1,1
1,424,3.38,2.87,3.18,2.54,1,187,2,42,43,2,3,1,3.12,2.86,3.28,2.70,2.99,0.25,0.71,0.12,0.41,0.37,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
1,425,3.22,2.32,3.07,1.58,2,75, ,31,55,2,3,1,2.77,2.33,3.14,1.95,2.55,0.01,0.10,-0.04,-0.65,-0.14,3,2,3,3,3,3,3,3,4,3,3,2,2,3,3,2,3,2,2,3
1,426,3.22,1.16,3.36,1.42,1,187,2,36,59,2,3,1,2.19,2.39,3.29,1.29,2.29,0.02,-1.21,0.37,-0.83,-0.42,3,2,3,3,3,4,3,4,3,3,3,3,4,3,2,3,3,3,2,2
1,427,3.30,0.56,3.33,0.60,2,187,2,72,40,1,4,2,1.93,1.97,3.32,0.58,1.95,0.14,-1.89,0.33,-1.75,-0.79,2,2,1,2,2,3,2,3,2,1,2,2,2,2,2,2,3,3,1,1
0,428,1.05,0.67,0.73,0.52,1,187,2,51,40,1,4,2,0.86,0.63,0.89,0.60,0.74,-3.22,-1.76,-3.31,-1.84,-2.53,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,429,3.14,2.77,2.83,2.39,2,187,2,37,31,1,4,2,2.96,2.61,2.99,2.58,2.78,-0.10,0.60,-0.37,0.25,0.09,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1
1,430,2.10,2.00,2.06,2.07,2,187,2,30,68,2,4,2,2.05,2.06,2.08,2.03,2.05,-1.65,-0.27,-1.46,-0.11,-0.87,3,4,4,4,2,3,4,4,3,3,4,4,4,4,3,2,4,4,2,3
1,431,3.40,1.61,3.46,1.74,1,78,1,45,43,2,4,2,2.51,2.60,3.43,1.68,2.55,0.29,-0.70,0.51,-0.48,-0.10,2,3,2,3,2,3,2,2,2,2,2,2,2,3,1,2,1,2,2,3
0,432,0.90,0.67,0.97,0.84,2,187,2,36,63,2,3,1,0.78,0.91,0.93,0.76,0.84,-3.45,-1.76,-2.97,-1.48,-2.42,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3
1,433,3.45,2.67,3.55,2.94,1,187,2,34,27,1,3,1,3.06,3.25,3.50,2.81,3.15,0.36,0.49,0.64,0.86,0.59,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2
1,434,3.45,3.04,3.26,3.01,2,187,2,35,34,1,3,1,3.25,3.14,3.36,3.03,3.19,0.36,0.91,0.23,0.94,0.61,2,1,1,1,3,2,1,2,3,2,1,1,1,1,2,2,2,2,2,2
1,435,3.74,3.19,3.49,2.70,1,187,2,34,38,1,4,2,3.47,3.10,3.62,2.95,3.28,0.79,1.08,0.55,0.59,0.75,3,2,1,2,1,2,1,3,3,2,2,2,1,3,1,1,3,3,1,1
1,436,3.32,3.15,3.31,3.12,2,187,2,51,40,1,1,1,3.24,3.21,3.31,3.14,3.22,0.17,1.03,0.30,1.06,0.64,2,2,3,2,1,2,2,3,2,2,2,3,2,2,1,2,1,2,2,2
1,437,3.29,1.89,3.24,2.59,1,78,1,26,63,2,5,2,2.59,2.91,3.27,2.24,2.75,0.12,-0.39,0.20,0.47,0.10,2,4,4,4,2,3,4,3,3,2,4,4,3,2,3,3,4,3,3,3
1,438,3.07,1.30,0.87,0.51,2,187,2,40,57,2,5,2,2.19,0.69,1.97,0.90,1.44,-0.20,-1.05,-3.12,-1.85,-1.56,2,3,2,3,3,2,2,3,3,2,4,3,3,4,2,3,4,4,2,3
0,439,1.14,0.94,1.27,0.92,2,187,2,46,58,2,5,2,1.04,1.10,1.21,0.93,1.07,-3.08,-1.46,-2.56,-1.39,-2.12,2,3,3,4,3,2,3,3,2,2,4,4,4,4,2,2,3,4,2,2
1,440,1.50,1.28,1.71,1.53,1,187,2,44,45,2,1,1,1.39,1.62,1.60,1.41,1.51,-2.55,-1.07,-1.94,-0.71,-1.57,3,2,3,2,3,2,1,2,2,2,1,3,3,2,2,2,3,3,2,2
1,441,3.47,2.72,3.25,2.61,1,187,2,60,40,1,3,1,3.10,2.93,3.36,2.67,3.01,0.39,0.55,0.22,0.49,0.41,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
1,442,3.35,2.49,3.15,2.45,1,187,2,34,67,2,3,1,2.92,2.80,3.25,2.47,2.86,0.22,0.29,0.07,0.32,0.23,3,4,4,4,3,2,4,3,3,3,3,4,4,4,3,3,4,3,3,3
1,443,2.90,0.95,2.40,1.28,2,187,2,40,21,1,2,1,1.93,1.84,2.65,1.12,1.88,-0.46,-1.45,-0.97,-0.99,-0.97,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,444,2.97,1.81,2.79,2.13,1,78,1,28,36,1,4,2,2.39,2.46,2.88,1.97,2.42,-0.35,-0.48,-0.43,-0.04,-0.33,2,4,2,2,2,1,1,2,2,1,2,1,2,1,1,1,3,2,1,3
1,445,3.56,0.85,3.54,1.92,2,78,1,59,60,2,2,1,2.20,2.73,3.55,1.38,2.46,0.52,-1.56,0.62,-0.28,-0.17,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2
1,446,3.32,1.46,3.29,1.49,1,78,1,37,41,1,3,1,2.39,2.39,3.31,1.48,2.39,0.17,-0.87,0.27,-0.76,-0.30,2,2,2,3,1,2,2,2,2,1,3,2,3,2,3,2,2,2,1,2
1,447,3.26,2.11,3.24,2.38,1,187,2,58,41,1,4,2,2.69,2.81,3.25,2.25,2.75,0.08,-0.14,0.20,0.24,0.09,2,2,2,3,2,2,2,3,1,2,2,2,3,2,1,2,2,2,2,2
1,448,3.62,0.74,3.76,0.42,2,78,1,24,46,2,2,1,2.18,2.09,3.69,0.58,2.14,0.61,-1.68,0.93,-1.95,-0.52,2,3,2,2,2,2,3,3,2,1,3,3,3,3,2,2,2,3,2,1
1,449,3.28,2.25,2.87,2.42,1,187,2,35,50,2,4,2,2.77,2.65,3.08,2.34,2.71,0.11,0.02,-0.31,0.28,0.02,3,2,2,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,2,2
1,450,4.00,2.89,2.93,1.40,1,187,2,31,65,2,4,2,3.44,2.17,3.47,2.15,2.81,1.18,0.74,-0.23,-0.85,0.21,3,4,3,4,3,3,3,4,3,3,4,4,4,4,2,3,4,3,2,2
